N,p,Pr,Pc,rep,rank,seq,t_start,t_end,phase,kind,k,peer,tag,dur_sec
8000,8,4,2,1,3,0,0.000000000,0.403579091,scatter_a,recv,1,0,100,0.403579091
8000,8,4,2,1,3,1,0.403582045,1.662729563,scatter_b,recv,1,0,200,1.259147518
8000,8,4,2,1,3,2,1.662737118,1.662757783,k_loop,alloc,0,-1,100,0.000020665
8000,8,4,2,1,3,3,1.662758187,1.747765123,k_loop,recv,0,2,100,0.085006936
8000,8,4,2,1,3,4,1.747768198,1.747780489,k_loop,alloc,0,-1,200,0.000012291
8000,8,4,2,1,3,5,1.747781229,1.900254578,k_loop,recv,0,1,200,0.152473349
8000,8,4,2,1,3,6,1.900257502,235.230524740,k_loop,compute,0,-1,-1,233.330267238
8000,8,4,2,1,3,7,235.230537477,235.313964497,k_loop,send,1,2,101,0.083427020
8000,8,4,2,1,3,8,235.313964967,235.395816677,k_loop,send,1,1,201,0.081851710
8000,8,4,2,1,3,9,235.395818320,235.472866920,k_loop,send,1,5,201,0.077048600
8000,8,4,2,1,3,10,235.472868469,235.542344875,k_loop,send,1,7,201,0.069476406
8000,8,4,2,1,3,11,235.542347555,467.460882976,k_loop,compute,1,-1,-1,231.918535421
8000,8,4,2,1,3,12,467.487006640,467.576328908,gather,send,-1,0,300,0.089322268
