N,p,Pr,Pc,rep,rank,seq,t_start,t_end,phase,kind,k,peer,tag,dur_sec
8000,4,2,2,1,2,0,0.000000000,0.546556206,scatter_a,recv,0,0,100,0.546556206
8000,4,2,2,1,2,1,0.546559008,1.344988488,scatter_b,recv,1,0,200,0.798429480
8000,4,2,2,1,2,2,1.344995206,1.707153691,k_loop,send,0,3,100,0.362158485
8000,4,2,2,1,2,3,1.707155458,1.707176801,k_loop,alloc,0,-1,200,0.000021343
8000,4,2,2,1,2,4,1.707177208,1.865218007,k_loop,recv,0,0,200,0.158040799
8000,4,2,2,1,2,5,1.865219828,464.035414141,k_loop,compute,0,-1,-1,462.170194313
8000,4,2,2,1,2,6,464.035426804,464.035457176,k_loop,alloc,1,-1,101,0.000030372
8000,4,2,2,1,2,7,464.035457552,466.172371628,k_loop,recv,1,3,101,2.136914076
8000,4,2,2,1,2,8,466.172374439,466.249171689,k_loop,send,1,0,201,0.076797250
8000,4,2,2,1,2,9,466.249174070,928.509844008,k_loop,compute,1,-1,-1,462.260669938
8000,4,2,2,1,2,10,928.543470508,930.007078445,gather,send,-1,0,300,1.463607937
