N,p,Pr,Pc,rep,rank,seq,t_start,t_end,phase,kind,k,peer,tag,dur_sec
8000,16,4,4,1,6,0,0.000000000,0.314045804,scatter_a,recv,2,0,100,0.314045804
8000,16,4,4,1,6,1,0.314047955,0.933784824,scatter_b,recv,1,0,200,0.619736869
8000,16,4,4,1,6,2,0.933787691,0.933804213,k_loop,alloc,0,-1,100,0.000016522
8000,16,4,4,1,6,3,0.933804683,0.953839392,k_loop,recv,0,4,100,0.020034709
8000,16,4,4,1,6,4,0.953840929,0.953853209,k_loop,alloc,0,-1,200,0.000012280
8000,16,4,4,1,6,5,0.953853689,1.381045637,k_loop,recv,0,2,200,0.427191948
8000,16,4,4,1,6,6,1.381050427,42.679002127,k_loop,compute,0,-1,-1,41.297951700
8000,16,4,4,1,6,7,42.680743312,42.680763038,k_loop,alloc,1,-1,101,0.000019726
8000,16,4,4,1,6,8,42.680763946,43.072202858,k_loop,recv,1,5,101,0.391438912
8000,16,4,4,1,6,9,43.072206607,43.700025262,k_loop,send,1,2,201,0.627818655
8000,16,4,4,1,6,10,43.700026480,43.720248101,k_loop,send,1,10,201,0.020221621
8000,16,4,4,1,6,11,43.720248598,43.738828785,k_loop,send,1,14,201,0.018580187
8000,16,4,4,1,6,12,43.738829772,85.733041654,k_loop,compute,1,-1,-1,41.994211882
8000,16,4,4,1,6,13,85.733053485,85.754803442,k_loop,send,2,4,102,0.021749957
8000,16,4,4,1,6,14,85.754804860,86.173519113,k_loop,send,2,5,102,0.418714253
8000,16,4,4,1,6,15,86.173522264,86.190014367,k_loop,send,2,7,102,0.016492103
8000,16,4,4,1,6,16,86.192729314,86.192750056,k_loop,alloc,2,-1,202,0.000020742
8000,16,4,4,1,6,17,86.192751136,86.213742071,k_loop,recv,2,10,202,0.020990935
8000,16,4,4,1,6,18,86.213743378,127.859997632,k_loop,compute,2,-1,-1,41.646254254
8000,16,4,4,1,6,19,127.860010706,127.860011323,k_loop,alloc,3,-1,103,0.000000617
8000,16,4,4,1,6,20,127.860011840,128.586057793,k_loop,recv,3,7,103,0.726045953
8000,16,4,4,1,6,21,128.586062457,128.586063230,k_loop,alloc,3,-1,203,0.000000773
8000,16,4,4,1,6,22,128.586063848,128.595386845,k_loop,recv,3,14,203,0.009322997
8000,16,4,4,1,6,23,128.595388741,170.294667958,k_loop,compute,3,-1,-1,41.699279217
8000,16,4,4,1,6,24,170.303128207,170.825797553,gather,send,-1,0,300,0.522669346
