N,p,Pr,Pc,rep,rank,seq,t_start,t_end,phase,kind,k,peer,tag,dur_sec
8000,64,8,8,1,49,0,0.000000000,0.552492608,scatter_a,recv,1,0,100,0.552492608
8000,64,8,8,1,49,1,0.552494758,1.204451061,scatter_b,recv,6,0,200,0.651956303
8000,64,8,8,1,49,2,1.204456471,1.204474658,k_loop,alloc,0,-1,100,0.000018187
8000,64,8,8,1,49,3,1.204475047,1.215024771,k_loop,recv,0,48,100,0.010549724
8000,64,8,8,1,49,4,1.215025744,1.215035315,k_loop,alloc,0,-1,200,0.000009571
8000,64,8,8,1,49,5,1.215035753,1.467358213,k_loop,recv,0,1,200,0.252322460
8000,64,8,8,1,49,6,1.467360815,4.195381942,k_loop,compute,0,-1,-1,2.728021127
8000,64,8,8,1,49,7,4.195394954,9.458649102,k_loop,send,1,48,101,5.263254148
8000,64,8,8,1,49,8,9.458656648,9.465380604,k_loop,send,1,50,101,0.006723956
8000,64,8,8,1,49,9,9.465381070,9.472238359,k_loop,send,1,51,101,0.006857289
8000,64,8,8,1,49,10,9.472238972,9.486115270,k_loop,send,1,52,101,0.013876298
8000,64,8,8,1,49,11,9.486115724,9.492464872,k_loop,send,1,53,101,0.006349148
8000,64,8,8,1,49,12,9.492465339,9.499473226,k_loop,send,1,54,101,0.007007887
8000,64,8,8,1,49,13,9.499473785,9.504962666,k_loop,send,1,55,101,0.005488881
8000,64,8,8,1,49,14,9.505555009,9.505567802,k_loop,alloc,1,-1,201,0.000012793
8000,64,8,8,1,49,15,9.505568418,9.744233059,k_loop,recv,1,9,201,0.238664641
8000,64,8,8,1,49,16,9.744236461,12.247991351,k_loop,compute,1,-1,-1,2.503754890
8000,64,8,8,1,49,17,12.248538081,12.248555057,k_loop,alloc,2,-1,102,0.000016976
8000,64,8,8,1,49,18,12.248555933,17.374948893,k_loop,recv,2,50,102,5.126392960
8000,64,8,8,1,49,19,17.374968727,17.374969582,k_loop,alloc,2,-1,202,0.000000855
8000,64,8,8,1,49,20,17.374970052,17.610850712,k_loop,recv,2,17,202,0.235880660
8000,64,8,8,1,49,21,17.610852698,20.109846277,k_loop,compute,2,-1,-1,2.498993579
8000,64,8,8,1,49,22,20.109850723,20.109851988,k_loop,alloc,3,-1,103,0.000001265
8000,64,8,8,1,49,23,20.109852376,25.634618565,k_loop,recv,3,51,103,5.524766189
8000,64,8,8,1,49,24,25.634634829,25.634635610,k_loop,alloc,3,-1,203,0.000000781
8000,64,8,8,1,49,25,25.634636108,25.649763752,k_loop,recv,3,25,203,0.015127644
8000,64,8,8,1,49,26,25.649765443,28.042227376,k_loop,compute,3,-1,-1,2.392461933
8000,64,8,8,1,49,27,28.042232164,28.042233124,k_loop,alloc,4,-1,104,0.000000960
8000,64,8,8,1,49,28,28.042233558,34.147038457,k_loop,recv,4,52,104,6.104804899
8000,64,8,8,1,49,29,34.147053205,34.147053923,k_loop,alloc,4,-1,204,0.000000718
8000,64,8,8,1,49,30,34.147054457,34.168276455,k_loop,recv,4,33,204,0.021221998
8000,64,8,8,1,49,31,34.168277775,36.605622947,k_loop,compute,4,-1,-1,2.437345172
8000,64,8,8,1,49,32,36.605627716,36.605628501,k_loop,alloc,5,-1,105,0.000000785
8000,64,8,8,1,49,33,36.605628862,42.118067688,k_loop,recv,5,53,105,5.512438826
8000,64,8,8,1,49,34,42.118071536,42.118072334,k_loop,alloc,5,-1,205,0.000000798
8000,64,8,8,1,49,35,42.118086055,42.120301290,k_loop,recv,5,41,205,0.002215235
8000,64,8,8,1,49,36,42.120303552,44.586995742,k_loop,compute,5,-1,-1,2.466692190
8000,64,8,8,1,49,37,44.587000068,44.587000859,k_loop,alloc,6,-1,106,0.000000791
8000,64,8,8,1,49,38,44.587001270,49.891534072,k_loop,recv,6,54,106,5.304532802
8000,64,8,8,1,49,39,49.891544166,50.017092575,k_loop,send,6,1,206,0.125548409
8000,64,8,8,1,49,40,50.017095042,50.022032960,k_loop,send,6,9,206,0.004937918
8000,64,8,8,1,49,41,50.022033694,50.214968410,k_loop,send,6,17,206,0.192934716
8000,64,8,8,1,49,42,50.214971036,50.219615117,k_loop,send,6,25,206,0.004644081
8000,64,8,8,1,49,43,50.219616450,50.221799506,k_loop,send,6,33,206,0.002183056
8000,64,8,8,1,49,44,50.221800755,50.226640965,k_loop,send,6,41,206,0.004840210
8000,64,8,8,1,49,45,50.226641755,50.228876171,k_loop,send,6,57,206,0.002234416
8000,64,8,8,1,49,46,50.228876820,53.118398942,k_loop,compute,6,-1,-1,2.889522122
8000,64,8,8,1,49,47,53.118410826,53.118411702,k_loop,alloc,7,-1,107,0.000000876
8000,64,8,8,1,49,48,53.118412098,57.968512813,k_loop,recv,7,55,107,4.850100715
8000,64,8,8,1,49,49,57.968525753,57.968526560,k_loop,alloc,7,-1,207,0.000000807
8000,64,8,8,1,49,50,57.968527025,58.559507838,k_loop,recv,7,57,207,0.590980813
8000,64,8,8,1,49,51,58.559510017,61.047188644,k_loop,compute,7,-1,-1,2.487678627
8000,64,8,8,1,49,52,61.048441116,67.430171949,gather,send,-1,0,300,6.381730833
