N,p,Pr,Pc,rep,rank,seq,t_start,t_end,phase,kind,k,peer,tag,dur_sec
8000,16,4,4,1,14,0,0.000000000,0.626083512,scatter_a,recv,2,0,100,0.626083512
8000,16,4,4,1,14,1,0.626086207,1.207823561,scatter_b,recv,3,0,200,0.581737354
8000,16,4,4,1,14,2,1.207829968,1.207851057,k_loop,alloc,0,-1,100,0.000021089
8000,16,4,4,1,14,3,1.207851511,1.243271904,k_loop,recv,0,12,100,0.035420393
8000,16,4,4,1,14,4,1.243272903,1.243283901,k_loop,alloc,0,-1,200,0.000010998
8000,16,4,4,1,14,5,1.243284336,1.417863832,k_loop,recv,0,2,200,0.174579496
8000,16,4,4,1,14,6,1.417865479,43.115604339,k_loop,compute,0,-1,-1,41.697738860
8000,16,4,4,1,14,7,43.117602955,43.117622311,k_loop,alloc,1,-1,101,0.000019356
8000,16,4,4,1,14,8,43.117623214,43.299816442,k_loop,recv,1,13,101,0.182193228
8000,16,4,4,1,14,9,43.302113908,43.302124741,k_loop,alloc,1,-1,201,0.000010833
8000,16,4,4,1,14,10,43.302125708,43.738787583,k_loop,recv,1,6,201,0.436661875
8000,16,4,4,1,14,11,43.738789620,85.125564896,k_loop,compute,1,-1,-1,41.386775276
8000,16,4,4,1,14,12,85.125577454,85.146462959,k_loop,send,2,12,102,0.020885505
8000,16,4,4,1,14,13,85.146463775,85.187069880,k_loop,send,2,13,102,0.040606105
8000,16,4,4,1,14,14,85.187071365,85.203431785,k_loop,send,2,15,102,0.016360420
8000,16,4,4,1,14,15,85.203440225,85.203440669,k_loop,alloc,2,-1,202,0.000000444
8000,16,4,4,1,14,16,85.203441217,86.221007773,k_loop,recv,2,10,202,1.017566556
8000,16,4,4,1,14,17,86.221010006,127.364579982,k_loop,compute,2,-1,-1,41.143569976
8000,16,4,4,1,14,18,127.364594134,127.364595014,k_loop,alloc,3,-1,103,0.000000880
8000,16,4,4,1,14,19,127.364595374,127.537503178,k_loop,recv,3,15,103,0.172907804
8000,16,4,4,1,14,20,127.537505962,128.061824801,k_loop,send,3,2,203,0.524318839
8000,16,4,4,1,14,21,128.061827316,128.595343737,k_loop,send,3,6,203,0.533516421
8000,16,4,4,1,14,22,128.595346062,128.609895924,k_loop,send,3,10,203,0.014549862
8000,16,4,4,1,14,23,128.609897243,169.852422633,k_loop,compute,3,-1,-1,41.242525390
8000,16,4,4,1,14,24,169.860291937,171.156127457,gather,send,-1,0,300,1.295835520
