N,p,Pr,Pc,rep,rank,seq,t_start,t_end,phase,kind,k,peer,tag,dur_sec
8000,64,8,8,1,27,0,0.000000000,0.322225957,scatter_a,recv,3,0,100,0.322225957
8000,64,8,8,1,27,1,0.322228487,1.002268171,scatter_b,recv,3,0,200,0.680039684
8000,64,8,8,1,27,2,1.002275412,1.002294597,k_loop,alloc,0,-1,100,0.000019185
8000,64,8,8,1,27,3,1.002295064,1.012214499,k_loop,recv,0,24,100,0.009919435
8000,64,8,8,1,27,4,1.012215568,1.012225266,k_loop,alloc,0,-1,200,0.000009698
8000,64,8,8,1,27,5,1.012225754,1.464401341,k_loop,recv,0,3,200,0.452175587
8000,64,8,8,1,27,6,1.464403483,9.341781548,k_loop,compute,0,-1,-1,7.877378065
8000,64,8,8,1,27,7,9.342558978,9.342580179,k_loop,alloc,1,-1,101,0.000021201
8000,64,8,8,1,27,8,9.342580680,9.349024988,k_loop,recv,1,25,101,0.006444308
8000,64,8,8,1,27,9,9.349797072,9.349807076,k_loop,alloc,1,-1,201,0.000010004
8000,64,8,8,1,27,10,9.349808046,9.586207238,k_loop,recv,1,11,201,0.236399192
8000,64,8,8,1,27,11,9.586208990,17.464475271,k_loop,compute,1,-1,-1,7.878266281
8000,64,8,8,1,27,12,17.464500179,17.464500537,k_loop,alloc,2,-1,102,0.000000358
8000,64,8,8,1,27,13,17.464501107,17.469351250,k_loop,recv,2,26,102,0.004850143
8000,64,8,8,1,27,14,17.469353660,17.469354364,k_loop,alloc,2,-1,202,0.000000704
8000,64,8,8,1,27,15,17.469354658,17.604841688,k_loop,recv,2,19,202,0.135487030
8000,64,8,8,1,27,16,17.604843003,25.504148845,k_loop,compute,2,-1,-1,7.899305842
8000,64,8,8,1,27,17,25.504158770,25.516270133,k_loop,send,3,24,103,0.012111363
8000,64,8,8,1,27,18,25.516270824,25.521056446,k_loop,send,3,25,103,0.004785622
8000,64,8,8,1,27,19,25.521056946,25.525821957,k_loop,send,3,26,103,0.004765011
8000,64,8,8,1,27,20,25.525822446,25.827670891,k_loop,send,3,28,103,0.301848445
8000,64,8,8,1,27,21,25.827672756,25.832349332,k_loop,send,3,29,103,0.004676576
8000,64,8,8,1,27,22,25.832349952,25.838029529,k_loop,send,3,30,103,0.005679577
8000,64,8,8,1,27,23,25.838030065,25.842716627,k_loop,send,3,31,103,0.004686562
8000,64,8,8,1,27,24,25.842717291,25.845989845,k_loop,send,3,3,203,0.003272554
8000,64,8,8,1,27,25,25.845991782,25.849082806,k_loop,send,3,11,203,0.003091024
8000,64,8,8,1,27,26,25.849083542,25.854027383,k_loop,send,3,19,203,0.004943841
8000,64,8,8,1,27,27,25.854028751,25.859147389,k_loop,send,3,35,203,0.005118638
8000,64,8,8,1,27,28,25.859149189,25.861994604,k_loop,send,3,43,203,0.002845415
8000,64,8,8,1,27,29,25.861995660,25.864738592,k_loop,send,3,51,203,0.002742932
8000,64,8,8,1,27,30,25.864740083,25.867362235,k_loop,send,3,59,203,0.002622152
8000,64,8,8,1,27,31,25.867363259,33.720594232,k_loop,compute,3,-1,-1,7.853230973
8000,64,8,8,1,27,32,33.720602653,33.720603342,k_loop,alloc,4,-1,104,0.000000689
8000,64,8,8,1,27,33,33.720603804,33.725074419,k_loop,recv,4,28,104,0.004470615
8000,64,8,8,1,27,34,33.725076152,33.725076961,k_loop,alloc,4,-1,204,0.000000809
8000,64,8,8,1,27,35,33.725087268,34.175567589,k_loop,recv,4,35,204,0.450480321
8000,64,8,8,1,27,36,34.175576195,42.029572307,k_loop,compute,4,-1,-1,7.853996112
8000,64,8,8,1,27,37,42.029584065,42.029584476,k_loop,alloc,5,-1,105,0.000000411
8000,64,8,8,1,27,38,42.029585057,42.032430951,k_loop,recv,5,29,105,0.002845894
8000,64,8,8,1,27,39,42.032433590,42.032434401,k_loop,alloc,5,-1,205,0.000000811
8000,64,8,8,1,27,40,42.032434792,42.236483482,k_loop,recv,5,43,205,0.204048690
8000,64,8,8,1,27,41,42.236486433,50.125661436,k_loop,compute,5,-1,-1,7.889175003
8000,64,8,8,1,27,42,50.125683977,50.125684413,k_loop,alloc,6,-1,106,0.000000436
8000,64,8,8,1,27,43,50.125685020,50.129547607,k_loop,recv,6,30,106,0.003862587
8000,64,8,8,1,27,44,50.129549967,50.129550699,k_loop,alloc,6,-1,206,0.000000732
8000,64,8,8,1,27,45,50.129551308,50.397552614,k_loop,recv,6,51,206,0.268001306
8000,64,8,8,1,27,46,50.397555201,58.129590201,k_loop,compute,6,-1,-1,7.732035000
8000,64,8,8,1,27,47,58.129594317,58.129594889,k_loop,alloc,7,-1,107,0.000000572
8000,64,8,8,1,27,48,58.129595320,58.553951491,k_loop,recv,7,31,107,0.424356171
8000,64,8,8,1,27,49,58.553954448,58.553955206,k_loop,alloc,7,-1,207,0.000000758
8000,64,8,8,1,27,50,58.553955818,58.594733005,k_loop,recv,7,59,207,0.040777187
8000,64,8,8,1,27,51,58.594734829,66.021140092,k_loop,compute,7,-1,-1,7.426405263
8000,64,8,8,1,27,52,66.024299419,66.894519992,gather,send,-1,0,300,0.870220573
