N,p,Pr,Pc,rep,rank,seq,t_start,t_end,phase,kind,k,peer,tag,dur_sec
8000,4,2,2,1,0,0,0.000017738,0.153248397,scatter_a,compute,0,0,100,0.153230659
8000,4,2,2,1,0,1,0.153252468,0.153270687,scatter_a,alloc,1,1,100,0.000018219
8000,4,2,2,1,0,2,0.153271100,0.289292667,scatter_a,pack,1,1,100,0.136021567
8000,4,2,2,1,0,3,0.289295370,0.363985126,scatter_a,send,1,1,100,0.074689756
8000,4,2,2,1,0,4,0.370851604,0.370864846,scatter_a,alloc,0,2,100,0.000013242
8000,4,2,2,1,0,5,0.370865789,0.480091787,scatter_a,pack,0,2,100,0.109225998
8000,4,2,2,1,0,6,0.480093621,0.546640546,scatter_a,send,0,2,100,0.066546925
8000,4,2,2,1,0,7,0.553500509,0.553510534,scatter_a,alloc,1,3,100,0.000010025
8000,4,2,2,1,0,8,0.553511342,0.698171745,scatter_a,pack,1,3,100,0.144660403
8000,4,2,2,1,0,9,0.698174150,0.770201045,scatter_a,send,1,3,100,0.072026895
8000,4,2,2,1,0,10,0.777100725,0.928161206,scatter_b,compute,0,0,200,0.151060481
8000,4,2,2,1,0,11,0.928164084,0.928178694,scatter_b,alloc,0,1,200,0.000014610
8000,4,2,2,1,0,12,0.928179044,1.068020947,scatter_b,pack,0,1,200,0.139841903
8000,4,2,2,1,0,13,1.068023670,1.142382004,scatter_b,send,0,1,200,0.074358334
8000,4,2,2,1,0,14,1.149623037,1.149641559,scatter_b,alloc,1,2,200,0.000018522
8000,4,2,2,1,0,15,1.149644160,1.278320942,scatter_b,pack,1,2,200,0.128676782
8000,4,2,2,1,0,16,1.278323736,1.345074547,scatter_b,send,1,2,200,0.066750811
8000,4,2,2,1,0,17,1.351950011,1.351962349,scatter_b,alloc,1,3,200,0.000012338
8000,4,2,2,1,0,18,1.351963304,1.467570770,scatter_b,pack,1,3,200,0.115607466
8000,4,2,2,1,0,19,1.467572494,1.539323113,scatter_b,send,1,3,200,0.071750619
8000,4,2,2,1,0,20,1.623778149,1.785067312,k_loop,send,0,1,100,0.161289163
8000,4,2,2,1,0,21,1.785072147,1.865302848,k_loop,send,0,2,200,0.080230701
8000,4,2,2,1,0,22,1.865305010,460.483245340,k_loop,compute,0,-1,-1,458.617940330
8000,4,2,2,1,0,23,460.483255866,460.483281294,k_loop,alloc,1,-1,101,0.000025428
8000,4,2,2,1,0,24,460.483281683,465.832936946,k_loop,recv,1,1,101,5.349655263
8000,4,2,2,1,0,25,465.832943451,465.832960906,k_loop,alloc,1,-1,201,0.000017455
8000,4,2,2,1,0,26,465.832961365,466.249256880,k_loop,recv,1,2,201,0.416295515
8000,4,2,2,1,0,27,466.249259983,927.635636793,k_loop,compute,1,-1,-1,461.386376810
8000,4,2,2,1,0,28,927.667485477,927.814213951,gather,compute,-1,-1,300,0.146728474
8000,4,2,2,1,0,29,927.814217379,927.814229381,gather,alloc,-1,-1,-1,0.000012002
8000,4,2,2,1,0,30,927.814229740,929.833006023,gather,recv,-1,1,300,2.018776283
8000,4,2,2,1,0,31,929.833009058,929.918039054,gather,compute,-1,1,300,0.085029996
8000,4,2,2,1,0,32,929.927399263,929.927412874,gather,alloc,-1,-1,-1,0.000013611
8000,4,2,2,1,0,33,929.927414132,930.007145348,gather,recv,-1,2,300,0.079731216
8000,4,2,2,1,0,34,930.007146927,930.108355567,gather,compute,-1,2,300,0.101208640
8000,4,2,2,1,0,35,930.117397735,930.117409540,gather,alloc,-1,-1,-1,0.000011805
8000,4,2,2,1,0,36,930.117410877,931.107463237,gather,recv,-1,3,300,0.990052360
8000,4,2,2,1,0,37,931.107466825,931.204139940,gather,compute,-1,3,300,0.096673115
