N,p,Pr,Pc,rep,rank,seq,t_start,t_end,phase,kind,k,peer,tag,dur_sec
8000,64,8,8,1,44,0,0.000000000,0.498752988,scatter_a,recv,4,0,100,0.498752988
8000,64,8,8,1,44,1,0.498755874,1.164360410,scatter_b,recv,5,0,200,0.665604536
8000,64,8,8,1,44,2,1.164367694,1.164388386,k_loop,alloc,0,-1,100,0.000020692
8000,64,8,8,1,44,3,1.164388928,1.170304095,k_loop,recv,0,40,100,0.005915167
8000,64,8,8,1,44,4,1.170305342,1.170316565,k_loop,alloc,0,-1,200,0.000011223
8000,64,8,8,1,44,5,1.170317024,1.482308505,k_loop,recv,0,4,200,0.311991481
8000,64,8,8,1,44,6,1.482310513,9.208305464,k_loop,compute,0,-1,-1,7.725994951
8000,64,8,8,1,44,7,9.209042240,9.209064881,k_loop,alloc,1,-1,101,0.000022641
8000,64,8,8,1,44,8,9.209065649,9.530921290,k_loop,recv,1,41,101,0.321855641
8000,64,8,8,1,44,9,9.531760513,9.531771808,k_loop,alloc,1,-1,201,0.000011295
8000,64,8,8,1,44,10,9.531772669,9.655533606,k_loop,recv,1,12,201,0.123760937
8000,64,8,8,1,44,11,9.655535149,17.665190013,k_loop,compute,1,-1,-1,8.009654864
8000,64,8,8,1,44,12,17.665221252,17.665222041,k_loop,alloc,2,-1,102,0.000000789
8000,64,8,8,1,44,13,17.665222738,17.670674627,k_loop,recv,2,42,102,0.005451889
8000,64,8,8,1,44,14,17.670677679,17.670678834,k_loop,alloc,2,-1,202,0.000001155
8000,64,8,8,1,44,15,17.670679267,17.673737846,k_loop,recv,2,20,202,0.003058579
8000,64,8,8,1,44,16,17.673739332,25.686563371,k_loop,compute,2,-1,-1,8.012824039
8000,64,8,8,1,44,17,25.686590431,25.686591285,k_loop,alloc,3,-1,103,0.000000854
8000,64,8,8,1,44,18,25.686592143,25.691019592,k_loop,recv,3,43,103,0.004427449
8000,64,8,8,1,44,19,25.691022911,25.691023440,k_loop,alloc,3,-1,203,0.000000529
8000,64,8,8,1,44,20,25.691024170,25.846609640,k_loop,recv,3,28,203,0.155585470
8000,64,8,8,1,44,21,25.846611563,33.818705719,k_loop,compute,3,-1,-1,7.972094156
8000,64,8,8,1,44,22,33.818708029,33.822124690,k_loop,send,4,40,104,0.003416661
8000,64,8,8,1,44,23,33.822125163,33.825087501,k_loop,send,4,41,104,0.002962338
8000,64,8,8,1,44,24,33.825087876,33.827629310,k_loop,send,4,42,104,0.002541434
8000,64,8,8,1,44,25,33.827629757,33.831780575,k_loop,send,4,43,104,0.004150818
8000,64,8,8,1,44,26,33.831781119,33.833995627,k_loop,send,4,45,104,0.002214508
8000,64,8,8,1,44,27,33.833996032,33.836437673,k_loop,send,4,46,104,0.002441641
8000,64,8,8,1,44,28,33.836438131,33.838655144,k_loop,send,4,47,104,0.002217013
8000,64,8,8,1,44,29,33.838656649,33.838656945,k_loop,alloc,4,-1,204,0.000000296
8000,64,8,8,1,44,30,33.838657349,34.196821342,k_loop,recv,4,36,204,0.358163993
8000,64,8,8,1,44,31,34.196830592,42.180444334,k_loop,compute,4,-1,-1,7.983613742
8000,64,8,8,1,44,32,42.180464810,42.180465750,k_loop,alloc,5,-1,105,0.000000940
8000,64,8,8,1,44,33,42.180466321,42.193019353,k_loop,recv,5,45,105,0.012553032
8000,64,8,8,1,44,34,42.193021507,42.196252727,k_loop,send,5,4,205,0.003231220
8000,64,8,8,1,44,35,42.196268540,42.209476474,k_loop,send,5,12,205,0.013207934
8000,64,8,8,1,44,36,42.209477904,42.238897435,k_loop,send,5,20,205,0.029419531
8000,64,8,8,1,44,37,42.238899049,42.391304004,k_loop,send,5,28,205,0.152404955
8000,64,8,8,1,44,38,42.391305793,42.402952372,k_loop,send,5,36,205,0.011646579
8000,64,8,8,1,44,39,42.402953886,42.405686109,k_loop,send,5,52,205,0.002732223
8000,64,8,8,1,44,40,42.405687844,42.408302350,k_loop,send,5,60,205,0.002614506
8000,64,8,8,1,44,41,42.408303556,49.660552448,k_loop,compute,5,-1,-1,7.252248892
8000,64,8,8,1,44,42,49.660581321,49.660582276,k_loop,alloc,6,-1,106,0.000000955
8000,64,8,8,1,44,43,49.660582816,50.229844177,k_loop,recv,6,46,106,0.569261361
8000,64,8,8,1,44,44,50.229846007,50.229846585,k_loop,alloc,6,-1,206,0.000000578
8000,64,8,8,1,44,45,50.229847214,50.664980430,k_loop,recv,6,52,206,0.435133216
8000,64,8,8,1,44,46,50.664983071,57.991190694,k_loop,compute,6,-1,-1,7.326207623
8000,64,8,8,1,44,47,57.991197250,57.991198466,k_loop,alloc,7,-1,107,0.000001216
8000,64,8,8,1,44,48,57.991198900,58.438375233,k_loop,recv,7,47,107,0.447176333
8000,64,8,8,1,44,49,58.438379006,58.438379637,k_loop,alloc,7,-1,207,0.000000631
8000,64,8,8,1,44,50,58.438380307,58.968042066,k_loop,recv,7,60,207,0.529661759
8000,64,8,8,1,44,51,58.968044028,65.832156438,k_loop,compute,7,-1,-1,6.864112410
8000,64,8,8,1,44,52,65.833728317,67.371046071,gather,send,-1,0,300,1.537317754
