N,p,Pr,Pc,rep,rank,seq,t_start,t_end,phase,kind,k,peer,tag,dur_sec
8000,64,8,8,1,8,0,0.000000000,0.112456979,scatter_a,recv,0,0,100,0.112456979
8000,64,8,8,1,8,1,0.112459401,0.807714968,scatter_b,recv,1,0,200,0.695255567
8000,64,8,8,1,8,2,0.807721834,0.829279831,k_loop,send,0,9,100,0.021557997
8000,64,8,8,1,8,3,0.829280479,0.836526757,k_loop,send,0,10,100,0.007246278
8000,64,8,8,1,8,4,0.836527294,0.847439652,k_loop,send,0,11,100,0.010912358
8000,64,8,8,1,8,5,0.847440133,0.858637429,k_loop,send,0,12,100,0.011197296
8000,64,8,8,1,8,6,0.858637850,0.869250688,k_loop,send,0,13,100,0.010612838
8000,64,8,8,1,8,7,0.869251017,0.882010420,k_loop,send,0,14,100,0.012759403
8000,64,8,8,1,8,8,0.882010822,0.891875027,k_loop,send,0,15,100,0.009864205
8000,64,8,8,1,8,9,0.891875715,0.891889083,k_loop,alloc,0,-1,200,0.000013368
8000,64,8,8,1,8,10,0.891889533,1.476550101,k_loop,recv,0,0,200,0.584660568
8000,64,8,8,1,8,11,1.476551847,9.396849274,k_loop,compute,0,-1,-1,7.920297427
8000,64,8,8,1,8,12,9.396864073,9.396899015,k_loop,alloc,1,-1,101,0.000034942
8000,64,8,8,1,8,13,9.396899639,9.410924389,k_loop,recv,1,9,101,0.014024750
8000,64,8,8,1,8,14,9.410926661,9.476905632,k_loop,send,1,0,201,0.065978971
8000,64,8,8,1,8,15,9.476907264,9.567340189,k_loop,send,1,16,201,0.090432925
8000,64,8,8,1,8,16,9.567340910,9.572645802,k_loop,send,1,24,201,0.005304892
8000,64,8,8,1,8,17,9.572646556,9.578007735,k_loop,send,1,32,201,0.005361179
8000,64,8,8,1,8,18,9.578008475,9.584225286,k_loop,send,1,40,201,0.006216811
8000,64,8,8,1,8,19,9.584226876,9.590520415,k_loop,send,1,48,201,0.006293539
8000,64,8,8,1,8,20,9.590521794,9.655750806,k_loop,send,1,56,201,0.065229012
8000,64,8,8,1,8,21,9.655752450,17.498994629,k_loop,compute,1,-1,-1,7.843242179
8000,64,8,8,1,8,22,17.499941883,17.499967917,k_loop,alloc,2,-1,102,0.000026034
8000,64,8,8,1,8,23,17.499968631,17.517370282,k_loop,recv,2,10,102,0.017401651
8000,64,8,8,1,8,24,17.518251592,17.518263144,k_loop,alloc,2,-1,202,0.000011552
8000,64,8,8,1,8,25,17.518264427,17.592950041,k_loop,recv,2,16,202,0.074685614
8000,64,8,8,1,8,26,17.592951505,25.367527271,k_loop,compute,2,-1,-1,7.774575766
8000,64,8,8,1,8,27,25.367554159,25.367555027,k_loop,alloc,3,-1,103,0.000000868
8000,64,8,8,1,8,28,25.367555620,25.496494706,k_loop,recv,3,11,103,0.128939086
8000,64,8,8,1,8,29,25.496498373,25.496499339,k_loop,alloc,3,-1,203,0.000000966
8000,64,8,8,1,8,30,25.496500145,25.522430224,k_loop,recv,3,24,203,0.025930079
8000,64,8,8,1,8,31,25.522431099,33.068611466,k_loop,compute,3,-1,-1,7.546180367
8000,64,8,8,1,8,32,33.068639949,33.068641412,k_loop,alloc,4,-1,104,0.000001463
8000,64,8,8,1,8,33,33.068641991,33.793312851,k_loop,recv,4,12,104,0.724670860
8000,64,8,8,1,8,34,33.793316046,33.793317003,k_loop,alloc,4,-1,204,0.000000957
8000,64,8,8,1,8,35,33.793326509,34.147638897,k_loop,recv,4,32,204,0.354312388
8000,64,8,8,1,8,36,34.147640275,41.911979704,k_loop,compute,4,-1,-1,7.764339429
8000,64,8,8,1,8,37,41.912008488,41.912010156,k_loop,alloc,5,-1,105,0.000001668
8000,64,8,8,1,8,38,41.912010810,41.923834953,k_loop,recv,5,13,105,0.011824143
8000,64,8,8,1,8,39,41.923837257,41.923838036,k_loop,alloc,5,-1,205,0.000000779
8000,64,8,8,1,8,40,41.923838634,42.008477973,k_loop,recv,5,40,205,0.084639339
8000,64,8,8,1,8,41,42.008479546,49.316716634,k_loop,compute,5,-1,-1,7.308237088
8000,64,8,8,1,8,42,49.316744421,49.316745512,k_loop,alloc,6,-1,106,0.000001091
8000,64,8,8,1,8,43,49.316746270,49.937928733,k_loop,recv,6,14,106,0.621182463
8000,64,8,8,1,8,44,49.937932222,49.937933948,k_loop,alloc,6,-1,206,0.000001726
8000,64,8,8,1,8,45,49.937934559,49.941122922,k_loop,recv,6,48,206,0.003188363
8000,64,8,8,1,8,46,49.941124422,57.200327616,k_loop,compute,6,-1,-1,7.259203194
8000,64,8,8,1,8,47,57.200333556,57.200334442,k_loop,alloc,7,-1,107,0.000000886
8000,64,8,8,1,8,48,57.200335107,57.211207729,k_loop,recv,7,15,107,0.010872622
8000,64,8,8,1,8,49,57.211210828,57.211212070,k_loop,alloc,7,-1,207,0.000001242
8000,64,8,8,1,8,50,57.211212739,57.759994947,k_loop,recv,7,56,207,0.548782208
8000,64,8,8,1,8,51,57.759998286,63.867945307,k_loop,compute,7,-1,-1,6.107947021
8000,64,8,8,1,8,52,63.871158886,66.088917642,gather,send,-1,0,300,2.217758756
