N,p,Pr,Pc,rep,rank,seq,t_start,t_end,phase,kind,k,peer,tag,dur_sec
8000,64,8,8,1,58,0,0.000000000,0.651635311,scatter_a,recv,2,0,100,0.651635311
8000,64,8,8,1,58,1,0.651643577,1.277007166,scatter_b,recv,7,0,200,0.625363589
8000,64,8,8,1,58,2,1.277009499,1.277033173,k_loop,alloc,0,-1,100,0.000023674
8000,64,8,8,1,58,3,1.277033684,1.288893840,k_loop,recv,0,56,100,0.011860156
8000,64,8,8,1,58,4,1.288895196,1.288905834,k_loop,alloc,0,-1,200,0.000010638
8000,64,8,8,1,58,5,1.288906316,1.480043474,k_loop,recv,0,2,200,0.191137158
8000,64,8,8,1,58,6,1.480045366,9.310195279,k_loop,compute,0,-1,-1,7.830149913
8000,64,8,8,1,58,7,9.311019099,9.311042671,k_loop,alloc,1,-1,101,0.000023572
8000,64,8,8,1,58,8,9.311043472,9.654542055,k_loop,recv,1,57,101,0.343498583
8000,64,8,8,1,58,9,9.655499194,9.655515000,k_loop,alloc,1,-1,201,0.000015806
8000,64,8,8,1,58,10,9.655516474,9.662091831,k_loop,recv,1,10,201,0.006575357
8000,64,8,8,1,58,11,9.662093127,17.498308856,k_loop,compute,1,-1,-1,7.836215729
8000,64,8,8,1,58,12,17.498323219,17.505766769,k_loop,send,2,56,102,0.007443550
8000,64,8,8,1,58,13,17.505767910,17.512665615,k_loop,send,2,57,102,0.006897705
8000,64,8,8,1,58,14,17.512666939,17.517114523,k_loop,send,2,59,102,0.004447584
8000,64,8,8,1,58,15,17.517115133,17.521922050,k_loop,send,2,60,102,0.004806917
8000,64,8,8,1,58,16,17.521922884,17.526588269,k_loop,send,2,61,102,0.004665385
8000,64,8,8,1,58,17,17.526588684,17.531171991,k_loop,send,2,62,102,0.004583307
8000,64,8,8,1,58,18,17.531172457,17.535543362,k_loop,send,2,63,102,0.004370905
8000,64,8,8,1,58,19,17.535544575,17.535545003,k_loop,alloc,2,-1,202,0.000000428
8000,64,8,8,1,58,20,17.535545456,17.700155069,k_loop,recv,2,18,202,0.164609613
8000,64,8,8,1,58,21,17.700157783,25.656789607,k_loop,compute,2,-1,-1,7.956631824
8000,64,8,8,1,58,22,25.656821646,25.656822421,k_loop,alloc,3,-1,103,0.000000775
8000,64,8,8,1,58,23,25.656822926,25.662742340,k_loop,recv,3,59,103,0.005919414
8000,64,8,8,1,58,24,25.662745678,25.662747052,k_loop,alloc,3,-1,203,0.000001374
8000,64,8,8,1,58,25,25.662747967,25.805848526,k_loop,recv,3,26,203,0.143100559
8000,64,8,8,1,58,26,25.805850903,33.673437715,k_loop,compute,3,-1,-1,7.867586812
8000,64,8,8,1,58,27,33.673443662,33.673444471,k_loop,alloc,4,-1,104,0.000000809
8000,64,8,8,1,58,28,33.673445237,33.676229850,k_loop,recv,4,60,104,0.002784613
8000,64,8,8,1,58,29,33.676232764,33.676234188,k_loop,alloc,4,-1,204,0.000001424
8000,64,8,8,1,58,30,33.676234748,34.184840764,k_loop,recv,4,34,204,0.508606016
8000,64,8,8,1,58,31,34.184847428,42.141732331,k_loop,compute,4,-1,-1,7.956884903
8000,64,8,8,1,58,32,42.141751976,42.141752814,k_loop,alloc,5,-1,105,0.000000838
8000,64,8,8,1,58,33,42.141753560,42.145103842,k_loop,recv,5,61,105,0.003350282
8000,64,8,8,1,58,34,42.145107975,42.145109217,k_loop,alloc,5,-1,205,0.000001242
8000,64,8,8,1,58,35,42.145128384,42.243243290,k_loop,recv,5,42,205,0.098114906
8000,64,8,8,1,58,36,42.243245050,50.220302213,k_loop,compute,5,-1,-1,7.977057163
8000,64,8,8,1,58,37,50.220331368,50.220332122,k_loop,alloc,6,-1,106,0.000000754
8000,64,8,8,1,58,38,50.220333014,50.224976944,k_loop,recv,6,62,106,0.004643930
8000,64,8,8,1,58,39,50.224979058,50.224980053,k_loop,alloc,6,-1,206,0.000000995
8000,64,8,8,1,58,40,50.224980361,50.405624667,k_loop,recv,6,50,206,0.180644306
8000,64,8,8,1,58,41,50.405626875,58.317512096,k_loop,compute,6,-1,-1,7.911885221
8000,64,8,8,1,58,42,58.317518573,58.317519259,k_loop,alloc,7,-1,107,0.000000686
8000,64,8,8,1,58,43,58.317519962,58.320310434,k_loop,recv,7,63,107,0.002790472
8000,64,8,8,1,58,44,58.320312228,58.323211261,k_loop,send,7,2,207,0.002899033
8000,64,8,8,1,58,45,58.323212354,58.326197381,k_loop,send,7,10,207,0.002985027
8000,64,8,8,1,58,46,58.326198375,58.590149613,k_loop,send,7,18,207,0.263951238
8000,64,8,8,1,58,47,58.590152521,58.592313406,k_loop,send,7,26,207,0.002160885
8000,64,8,8,1,58,48,58.592315532,58.594593428,k_loop,send,7,34,207,0.002277896
8000,64,8,8,1,58,49,58.594595180,58.597287804,k_loop,send,7,42,207,0.002692624
8000,64,8,8,1,58,50,58.597289335,58.599548837,k_loop,send,7,50,207,0.002259502
8000,64,8,8,1,58,51,58.599550504,66.314109175,k_loop,compute,7,-1,-1,7.714558671
8000,64,8,8,1,58,52,66.317153048,67.527451066,gather,send,-1,0,300,1.210298018
