N,p,Pr,Pc,rep,rank,seq,t_start,t_end,phase,kind,k,peer,tag,dur_sec
8000,32,8,4,1,0,0,0.000072082,0.014564193,scatter_a,compute,0,0,100,0.014492111
8000,32,8,4,1,0,1,0.014567441,0.014582603,scatter_a,alloc,1,1,100,0.000015162
8000,32,8,4,1,0,2,0.014583114,0.028605495,scatter_a,pack,1,1,100,0.014022381
8000,32,8,4,1,0,3,0.028606840,0.037918267,scatter_a,send,1,1,100,0.009311427
8000,32,8,4,1,0,4,0.038853668,0.038862599,scatter_a,alloc,2,2,100,0.000008931
8000,32,8,4,1,0,5,0.038863536,0.052976313,scatter_a,pack,2,2,100,0.014112777
8000,32,8,4,1,0,6,0.052977618,0.062354172,scatter_a,send,2,2,100,0.009376554
8000,32,8,4,1,0,7,0.062355908,0.062356182,scatter_a,alloc,3,3,100,0.000000274
8000,32,8,4,1,0,8,0.062356536,0.067103670,scatter_a,pack,3,3,100,0.004747134
8000,32,8,4,1,0,9,0.067104570,0.078936007,scatter_a,send,3,3,100,0.011831437
8000,32,8,4,1,0,10,0.078937778,0.078938165,scatter_a,alloc,0,4,100,0.000000387
8000,32,8,4,1,0,11,0.078938500,0.082419889,scatter_a,pack,0,4,100,0.003481389
8000,32,8,4,1,0,12,0.082420643,0.091491635,scatter_a,send,0,4,100,0.009070992
8000,32,8,4,1,0,13,0.091492561,0.091492822,scatter_a,alloc,1,5,100,0.000000261
8000,32,8,4,1,0,14,0.091493166,0.102340042,scatter_a,pack,1,5,100,0.010846876
8000,32,8,4,1,0,15,0.102341073,0.113242407,scatter_a,send,1,5,100,0.010901334
8000,32,8,4,1,0,16,0.113243673,0.113244150,scatter_a,alloc,2,6,100,0.000000477
8000,32,8,4,1,0,17,0.113244511,0.123800829,scatter_a,pack,2,6,100,0.010556318
8000,32,8,4,1,0,18,0.123801837,0.133122732,scatter_a,send,2,6,100,0.009320895
8000,32,8,4,1,0,19,0.133124195,0.133124617,scatter_a,alloc,3,7,100,0.000000422
8000,32,8,4,1,0,20,0.133125090,0.142544240,scatter_a,pack,3,7,100,0.009419150
8000,32,8,4,1,0,21,0.142545477,0.153391770,scatter_a,send,3,7,100,0.010846293
8000,32,8,4,1,0,22,0.153393099,0.153393388,scatter_a,alloc,0,8,100,0.000000289
8000,32,8,4,1,0,23,0.153393720,0.165697870,scatter_a,pack,0,8,100,0.012304150
8000,32,8,4,1,0,24,0.165699181,0.174925523,scatter_a,send,0,8,100,0.009226342
8000,32,8,4,1,0,25,0.174926695,0.174927193,scatter_a,alloc,1,9,100,0.000000498
