impl,n,block,warmup,iters,mean_ms,std_ms,var_ms,min_ms,max_ms,mean_gflops
gemm_shared,512,32,3,10,0.163123,0.000495,0.000000,0.162816,0.163840,1645.60
gemm_shared,1024,32,3,10,1.029427,0.000971,0.000001,1.028096,1.031168,2086.10
gemm_shared,2048,32,3,10,8.141107,0.002051,0.000004,8.137728,8.143872,2110.26
gemm_shared,4096,32,3,10,64.584705,0.004924,0.000024,64.577538,64.590851,2128.04
gemm_shared,8192,32,3,10,520.884015,2.434988,5.929165,518.727661,523.799561,2110.86
